1640601392,【长白山天池水下画面首次公开 火山岩清晰可见】长白山天池湖水只出不进，为何终年水位不减？水下真的像俄国探险家曾推测的那样，有火山口吗？上世纪80年代人们投下的瓶罐、传说中的水怪……看似平静的湖面之下，还藏着多少古老的秘密和未知的生态？天池水下画面首次公开！[围观]http://t.cn/z8JKEYI
2294854302,#分享#【南京玄武区9月底前公布100位负责人电话】玄武区7个街道、50多个机关部门一把手，共近100位负责人的手机号，月底前将在玄武政府网站公开。辖区居民百姓及企业，遇到烦难急事都可以直接拨打他们的电话；一把手们的接线态度、解决问题的效率和群众满意度，将成为年底考核一把手的重要依据。
2413818504,#管家问候·早安#【五彩泰州】泰州华侨城是十里溱湖水域中永恒跃动的一片浓绿。由乔木、灌木、水生植物和景观草精心打造的球洞更是球场景观的神来之笔，令您着实感受到一洞一世界，一景一人生的境界。
2038574295,学会仰视，学习去如何做得更好；也要学会俯视，学习如何去感恩生活。 早安
2319837354,可是地面怕[偷笑]
2319837354,第二个的是诺基亚？好紧张的样子[偷笑]
2722498861,[嘻嘻]
1822155333,您好！很抱歉给您添麻烦了[可怜]我们非常重视每一位客人的反馈，如有任何问题，欢迎您致电携程客服电话10106666，我们将竭诚为您服务，再次感谢您一贯的支持和理解，谢谢！
1752526714,#K11街拍季#@陈弈Dianna 短打装扮只是看起来简洁，白色单肩设计让黑T充满视觉冲击力。http://t.cn/zQwF5a9 TA的搭配给你灵感了吗？参与活动，惊喜不断，更有机会获得明星活动入场券。
1645705403,【正版&quot;大黄鸭&quot;亮相北京园博园 体态憨厚备受瞩目】备受关注的正版大黄鸭今日（6日）亮相园博园。上午8时，大黄鸭将先对媒体记者开放，9时开园正式与游客见面。 http://t.cn/z8JpEqG
2413818504,[挤眼]换头像啦~
1729637993,【关爱生命 自查淋巴结】中国每分钟有6人确诊为癌症，而现在淋巴癌发病以30-45岁人为主，且以男性偏多，原因多与年轻人生活压力大、生活不规律、过度疲劳等有关。定期自查，触摸身体表层，尤其注意颈部、腋窝、腹股沟等部位是否有肿块，一旦有异常及时前往医院检查，同时祝@李开复 老师早日康复[心]
2101284045,【5英寸四核超薄 联想Vibe X正式发布】IFA 2013上，联想也正式推出了新机Vibe X。6.9毫米超薄机身，重120g，5英寸显示屏，1.5GHz四核MediaTek 6589T处理器，2GB内存+16GB存储空间，13万像素主摄像头和500万 84°广角前置摄像头，运行Android 4.2。10月份开始在中国市场出售。 http://t.cn/z8JT7lp
3517006027,中秋快到了，#品商网中秋送礼#，进来转发就有礼相送。手指一点，即有机会获得清扬洗发水+凌仕沐浴露+多芬洗面奶 男士专用旅行便携洗护套装一套。 http://t.cn/z8JTYtF
2081596853,〖为什么我就摸不到尾巴？！〗胖纸的悲哀就是要想多难瘦，就有多难受！[囧][囧]周末多运动运动吧！http://t.cn/z8JQhPS
1887155232,#焕新季#9月5日—9日国美在线大牌上新，换季出清进行中！家电数码酷炫潮品齐上阵还有购物送百万金币！小米红米手机首1288抢购；夏普32寸LED彩电正在首发1999元，买还送1套银币；惠普酷睿14寸笔记本电脑首发抢购4388元；新季到，给您的心情也换新季吧！更多http://t.cn/z8MeMmh 
1647263235,#当当服装尾品汇#如果我们不是好伙伴，小当会告诉你牛仔是秋天最潮的单品嘛？【Lee 全场满199包邮 满399减50 低至79元】http://t.cn/z8b7XLA
2664057621,【温州楼市限购&quot;放松&quot;首月:成交量暴增创年内新高】 据温州市房管局网上销售系统显示，8月份温州市区商品销售套数1307套，创下今年以来的最高纪录。截至目前，温州2013年度房地产市场交易量为5548套，仅8月已占到总成交量的24%。 http://t.cn/z8J8hqA
1809745371,所以为什么不早说为什么不早说[可怜]
2101284045,【Android最新版本分布：果冻豆夺冠】据最新统计，Android 4.1和4.2分别以36.6%和8.5%的份额使得果冻豆在Android各版本中夺冠，2.3.X姜饼则以30.7%的份额占据第二。因不支持新版谷歌商店，Android 1.6和2.1没有出现在这个分布饼图中。刚于前几天发布的Android 4.4将如何发力？ http://t.cn/z8JR9fT
2288560170,[心]好的 军哥~
3314908913,以衣柜为墙体，在上面描绘了一座位于蓝天白云质下的城堡，城堡顶部的烟囱吐出袅袅炊烟，悠然自得，城堡之上还绘有观景台，给人以极目远眺、风光无限的感觉。儿童房门正对的墙上是一棵手绘的大树，树上硕果累累，煞是喜人。
2006387481,您好，给您带来不便深表歉意，为了更好地了解您遇到的问题，请问您方便告知宽带帐号及具体情况吗？
1737998092,#沃看湖北#【武汉长江二桥将进入维修期】长江二桥虽然维修时间长达10个月，但只有4个月的时间实行交通管制。期间，双向6车道的二桥桥面，双向各封闭1股车道，保留2股车道通行。详情猛击：http://t.cn/z8JnzKa
1867170291,[馋嘴]#互粉大厅#  http://t.cn/zQgwGb0
